mpiexec -genv I_MPI_DEBUG=4 -n 144
[0] MPI startup(): Intel(R) MPI Library, Version 2019 Update 8  Build 20200624 (id: 4f16ad915)
[0] MPI startup(): Copyright (C) 2003-2020 Intel Corporation.  All rights reserved.
[0] MPI startup(): library kind: release
[0] MPI startup(): libfabric version: 1.10.1-impi
[0] MPI startup(): libfabric provider: psm2
[0] MPI startup(): Rank    Pid      Node name     Pin cpu
[0] MPI startup(): 29      535226   i01r01c01s01  {29,77}
[0] MPI startup(): 30      535227   i01r01c01s01  {30,78}
[0] MPI startup(): 31      535228   i01r01c01s01  {31,79}
[0] MPI startup(): 32      535229   i01r01c01s01  {32,80}
[0] MPI startup(): 33      535230   i01r01c01s01  {33,81}
[0] MPI startup(): 34      535231   i01r01c01s01  {34,82}
[0] MPI startup(): 35      535232   i01r01c01s01  {35,83}
[0] MPI startup(): 36      535233   i01r01c01s01  {36,84}
[0] MPI startup(): 37      535234   i01r01c01s01  {37,85}
[0] MPI startup(): 38      535235   i01r01c01s01  {38,86}
[0] MPI startup(): 39      535236   i01r01c01s01  {39,87}
[0] MPI startup(): 40      535237   i01r01c01s01  {40,88}
[0] MPI startup(): 41      535238   i01r01c01s01  {41,89}
[0] MPI startup(): 42      535239   i01r01c01s01  {42,90}
[0] MPI startup(): 43      535240   i01r01c01s01  {43,91}
[0] MPI startup(): 44      535241   i01r01c01s01  {44,92}
[0] MPI startup(): 45      535242   i01r01c01s01  {45,93}
[0] MPI startup(): 46      535243   i01r01c01s01  {46,94}
[0] MPI startup(): 47      535244   i01r01c01s01  {47,95}
[0] MPI startup(): 48      2285912  i01r01c01s02  {0,48}
[0] MPI startup(): 49      2285913  i01r01c01s02  {1,49}
[0] MPI startup(): 50      2285914  i01r01c01s02  {2,50}
[0] MPI startup(): 51      2285915  i01r01c01s02  {3,51}
[0] MPI startup(): 52      2285916  i01r01c01s02  {4,52}
[0] MPI startup(): 53      2285917  i01r01c01s02  {5,53}
[0] MPI startup(): 54      2285918  i01r01c01s02  {6,54}
[0] MPI startup(): 55      2285919  i01r01c01s02  {7,55}
[0] MPI startup(): 56      2285920  i01r01c01s02  {8,56}
[0] MPI startup(): 57      2285921  i01r01c01s02  {9,57}
[0] MPI startup(): 58      2285922  i01r01c01s02  {10,58}
[0] MPI startup(): 59      2285923  i01r01c01s02  {11,59}
[0] MPI startup(): 60      2285924  i01r01c01s02  {12,60}
[0] MPI startup(): 61      2285925  i01r01c01s02  {13,61}
[0] MPI startup(): 62      2285926  i01r01c01s02  {14,62}
[0] MPI startup(): 63      2285927  i01r01c01s02  {15,63}
[0] MPI startup(): 64      2285928  i01r01c01s02  {16,64}
[0] MPI startup(): 65      2285929  i01r01c01s02  {17,65}
[0] MPI startup(): 66      2285930  i01r01c01s02  {18,66}
[0] MPI startup(): 67      2285931  i01r01c01s02  {19,67}
[0] MPI startup(): 68      2285932  i01r01c01s02  {20,68}
[0] MPI startup(): 69      2285933  i01r01c01s02  {21,69}
[0] MPI startup(): 70      2285934  i01r01c01s02  {22,70}
[0] MPI startup(): 71      2285935  i01r01c01s02  {23,71}
[0] MPI startup(): 72      2285936  i01r01c01s02  {24,72}
[0] MPI startup(): 73      2285937  i01r01c01s02  {25,73}
[0] MPI startup(): 74      2285938  i01r01c01s02  {26,74}
[0] MPI startup(): 75      2285939  i01r01c01s02  {27,75}
[0] MPI startup(): 76      2285940  i01r01c01s02  {28,76}
[0] MPI startup(): 77      2285941  i01r01c01s02  {29,77}
[0] MPI startup(): 78      2285942  i01r01c01s02  {30,78}
[0] MPI startup(): 79      2285943  i01r01c01s02  {31,79}
[0] MPI startup(): 80      2285944  i01r01c01s02  {32,80}
[0] MPI startup(): 81      2285945  i01r01c01s02  {33,81}
[0] MPI startup(): 82      2285946  i01r01c01s02  {34,82}
[0] MPI startup(): 83      2285947  i01r01c01s02  {35,83}
[0] MPI startup(): 84      2285948  i01r01c01s02  {36,84}
[0] MPI startup(): 85      2285949  i01r01c01s02  {37,85}
[0] MPI startup(): 86      2285950  i01r01c01s02  {38,86}
[0] MPI startup(): 87      2285951  i01r01c01s02  {39,87}
[0] MPI startup(): 88      2285952  i01r01c01s02  {40,88}
[0] MPI startup(): 89      2285953  i01r01c01s02  {41,89}
[0] MPI startup(): 90      2285954  i01r01c01s02  {42,90}
[0] MPI startup(): 91      2285955  i01r01c01s02  {43,91}
[0] MPI startup(): 92      2285956  i01r01c01s02  {44,92}
[0] MPI startup(): 93      2285957  i01r01c01s02  {45,93}
[0] MPI startup(): 94      2285958  i01r01c01s02  {46,94}
[0] MPI startup(): 95      2285959  i01r01c01s02  {47,95}
[0] MPI startup(): 96      1683186  i01r01c02s07  {0,48}
[0] MPI startup(): 97      1683187  i01r01c02s07  {1,49}
[0] MPI startup(): 98      1683188  i01r01c02s07  {2,50}
[0] MPI startup(): 99      1683189  i01r01c02s07  {3,51}
[0] MPI startup(): 100     1683190  i01r01c02s07  {4,52}
[0] MPI startup(): 101     1683191  i01r01c02s07  {5,53}
[0] MPI startup(): 102     1683192  i01r01c02s07  {6,54}
[0] MPI startup(): 103     1683193  i01r01c02s07  {7,55}
[0] MPI startup(): 104     1683194  i01r01c02s07  {8,56}
[0] MPI startup(): 105     1683195  i01r01c02s07  {9,57}
[0] MPI startup(): 106     1683196  i01r01c02s07  {10,58}
[0] MPI startup(): 107     1683197  i01r01c02s07  {11,59}
[0] MPI startup(): 108     1683198  i01r01c02s07  {12,60}
[0] MPI startup(): 109     1683199  i01r01c02s07  {13,61}
[0] MPI startup(): 110     1683200  i01r01c02s07  {14,62}
[0] MPI startup(): 111     1683201  i01r01c02s07  {15,63}
[0] MPI startup(): 112     1683202  i01r01c02s07  {16,64}
[0] MPI startup(): 113     1683203  i01r01c02s07  {17,65}
[0] MPI startup(): 114     1683204  i01r01c02s07  {18,66}
[0] MPI startup(): 115     1683205  i01r01c02s07  {19,67}
[0] MPI startup(): 116     1683206  i01r01c02s07  {20,68}
[0] MPI startup(): 117     1683207  i01r01c02s07  {21,69}
[0] MPI startup(): 118     1683208  i01r01c02s07  {22,70}
[0] MPI startup(): 119     1683209  i01r01c02s07  {23,71}
[0] MPI startup(): 120     1683210  i01r01c02s07  {24,72}
[0] MPI startup(): 121     1683211  i01r01c02s07  {25,73}
[0] MPI startup(): 122     1683212  i01r01c02s07  {26,74}
[0] MPI startup(): 123     1683213  i01r01c02s07  {27,75}
[0] MPI startup(): 124     1683214  i01r01c02s07  {28,76}
[0] MPI startup(): 125     1683215  i01r01c02s07  {29,77}
[0] MPI startup(): 126     1683216  i01r01c02s07  {30,78}
[0] MPI startup(): 127     1683217  i01r01c02s07  {31,79}
[0] MPI startup(): 128     1683218  i01r01c02s07  {32,80}
[0] MPI startup(): 129     1683219  i01r01c02s07  {33,81}
[0] MPI startup(): 130     1683220  i01r01c02s07  {34,82}
[0] MPI startup(): 131     1683221  i01r01c02s07  {35,83}
[0] MPI startup(): 132     1683222  i01r01c02s07  {36,84}
[0] MPI startup(): 133     1683223  i01r01c02s07  {37,85}
[0] MPI startup(): 134     1683224  i01r01c02s07  {38,86}
[0] MPI startup(): 135     1683225  i01r01c02s07  {39,87}
[0] MPI startup(): 136     1683226  i01r01c02s07  {40,88}
[0] MPI startup(): 137     1683227  i01r01c02s07  {41,89}
[0] MPI startup(): 138     1683228  i01r01c02s07  {42,90}
[0] MPI startup(): 139     1683229  i01r01c02s07  {43,91}
[0] MPI startup(): 140     1683230  i01r01c02s07  {44,92}
[0] MPI startup(): 141     1683231  i01r01c02s07  {45,93}
[0] MPI startup(): 142     1683232  i01r01c02s07  {46,94}
[0] MPI startup(): 143     1683233  i01r01c02s07  {47,95}

12 processes distributed in X-direction
 12 ; processes distributed in Y-direction
Resolutions       : (20, 120, ... 20)
Iterations        : 20
Num. Heat sources : 2
   1: (0.00, 0.00) 1.00 1.00 
   2: (1.00, 1.00) 1.00 0.50 
rank= 0 coords= 0 0 neighbours(up,down,left,right)= -1 12 -1 1
rank= 16 coords= 1 4 neighbours(up,down,left,right)= 4 28 15 17

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 16 ; Rank-X: 1 ; Rank-Y: 4 ; Rowstart: 2; Rowend: 5; Rows: 3; Colstart: 8; Colend: 11; Cols: 3;rank= 98 coords= 8 2 neighbours(up,down,left,right)= 86 110 97 99

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 98 ; Rank-X: 8 ; Rank-Y: 2 ; Rowstart: 16; Rowend: 19; Rows: 3; Colstart: 4; Colend: 7; Cols: 3;
Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 0 ; Rank-X: 0 ; Rank-Y: 0 ; Rowstart: 0; Rowend: 3; Rows: 3; Colstart: 0; Colend: 3; Cols: 3;rank= 48 coords= 4 0 neighbours(up,down,left,right)= 36 60 -1 49

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 48 ; Rank-X: 4 ; Rank-Y: 0 ; Rowstart: 8; Rowend: 11; Rows: 3; Colstart: 0; Colend: 3; Cols: 3;rank= 102 coords= 8 6 neighbours(up,down,left,right)= 90 114 101 103

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 102 ; Rank-X: 8 ; Rank-Y: 6 ; Rowstart: 16; Rowend: 19; Rows: 3; Colstart: 12; Colend: 15; Cols: 3;rank= 1 coords= 0 1 neighbours(up,down,left,right)= -1 13 0 2

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 1 ; Rank-X: 0 ; Rank-Y: 1 ; Rowstart: 0; Rowend: 3; Rows: 3; Colstart: 2; Colend: 5; Cols: 3;rank= 49 coords= 4 1 neighbours(up,down,left,right)= 37 61 48 50

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 49 ; Rank-X: 4 ; Rank-Y: 1 ; Rowstart: 8; Rowend: 11; Rows: 3; Colstart: 2; Colend: 5; Cols: 3;rank= 106 coords= 8 10 neighbours(up,down,left,right)= 94 118 105 107

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 106 ; Rank-X: 8 ; Rank-Y: 10 ; Rowstart: 16; Rowend: 19; Rows: 3; Colstart: 20; Colend: 21; Cols: 1;rank= 2 coords= 0 2 neighbours(up,down,left,right)= -1 14 1 3

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 2 ; Rank-X: 0 ; Rank-Y: 2 ; Rowstart: 0; Rowend: 3; Rows: 3; Colstart: 4; Colend: 7; Cols: 3;rank= 50 coords= 4 2 neighbours(up,down,left,right)= 38 62 49 51

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 50 ; Rank-X: 4 ; Rank-Y: 2 ; Rowstart: 8; Rowend: 11; Rows: 3; Colstart: 4; Colend: 7; Cols: 3;rank= 112 coords= 9 4 neighbours(up,down,left,right)= 100 124 111 113

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 112 ; Rank-X: 9 ; Rank-Y: 4 ; Rowstart: 18; Rowend: 21; Rows: 3; Colstart: 8; Colend: 11; Cols: 3;rank= 4 coords= 0 4 neighbours(up,down,left,right)= -1 16 3 5

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 4 ; Rank-X: 0 ; Rank-Y: 4 ; Rowstart: 0; Rowend: 3; Rows: 3; Colstart: 8; Colend: 11; Cols: 3;rank= 56 coords= 4 8 neighbours(up,down,left,right)= 44 68 55 57

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 56 ; Rank-X: 4 ; Rank-Y: 8 ; Rowstart: 8; Rowend: 11; Rows: 3; Colstart: 16; Colend: 19; Cols: 3;rank= 114 coords= 9 6 neighbours(up,down,left,right)= 102 126 113 115

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 114 ; Rank-X: 9 ; Rank-Y: 6 ; Rowstart: 18; Rowend: 21; Rows: 3; Colstart: 12; Colend: 15; Cols: 3;rank= 5 coords= 0 5 neighbours(up,down,left,right)= -1 17 4 6

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 5 ; Rank-X: 0 ; Rank-Y: 5 ; Rowstart: 0; Rowend: 3; Rows: 3; Colstart: 10; Colend: 13; Cols: 3;rank= 58 coords= 4 10 neighbours(up,down,left,right)= 46 70 57 59

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 58 ; Rank-X: 4 ; Rank-Y: 10 ; Rowstart: 8; Rowend: 11; Rows: 3; Colstart: 20; Colend: 21; Cols: 1;rank= 116 coords= 9 8 neighbours(up,down,left,right)= 104 128 115 117

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 116 ; Rank-X: 9 ; Rank-Y: 8 ; Rowstart: 18; Rowend: 21; Rows: 3; Colstart: 16; Colend: 19; Cols: 3;rank= 8 coords= 0 8 neighbours(up,down,left,right)= -1 20 7 9

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 8 ; Rank-X: 0 ; Rank-Y: 8 ; Rowstart: 0; Rowend: 3; Rows: 3; Colstart: 16; Colend: 19; Cols: 3;rank= 128 coords= 10 8 neighbours(up,down,left,right)= 116 140 127 129

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 128 ; Rank-X: 10 ; Rank-Y: 8 ; Rowstart: 20; Rowend: 21; Rows: 1; Colstart: 16; Colend: 19; Cols: 3;rank= 10 coords= 0 10 neighbours(up,down,left,right)= -1 22 9 11

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 10 ; Rank-X: 0 ; Rank-Y: 10 ; Rowstart: 0; Rowend: 3; Rows: 3; Colstart: 20; Colend: 21; Cols: 1;rank= 11 coords= 0 11 neighbours(up,down,left,right)= -1 23 10 -1

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 11 ; Rank-X: 0 ; Rank-Y: 11 ; Rowstart: 0; Rowend: 3; Rows: 3; Colstart: 22; Colend: 21; Cols: -1;rank= 64 coords= 5 4 neighbours(up,down,left,right)= 52 76 63 65

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 64 ; Rank-X: 5 ; Rank-Y: 4 ; Rowstart: 10; Rowend: 13; Rows: 3; Colstart: 8; Colend: 11; Cols: 3;rank= 12 coords= 1 0 neighbours(up,down,left,right)= 0 24 -1 13

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 12 ; Rank-X: 1 ; Rank-Y: 0 ; Rowstart: 2; Rowend: 5; Rows: 3; Colstart: 0; Colend: 3; Cols: 3;rank= 81 coords= 6 9 neighbours(up,down,left,right)= 69 93 80 82

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 81 ; Rank-X: 6 ; Rank-Y: 9 ; Rowstart: 12; Rowend: 15; Rows: 3; Colstart: 18; Colend: 21; Cols: 3;rank= 130 coords= 10 10 neighbours(up,down,left,right)= 118 142 129 131

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 130 ; Rank-X: 10 ; Rank-Y: 10 ; Rowstart: 20; Rowend: 21; Rows: 1; Colstart: 20; Colend: 21; Cols: 1;rank= 14 coords= 1 2 neighbours(up,down,left,right)= 2 26 13 15

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 14 ; Rank-X: 1 ; Rank-Y: 2 ; Rowstart: 2; Rowend: 5; Rows: 3; Colstart: 4; Colend: 7; Cols: 3;rank= 88 coords= 7 4 neighbours(up,down,left,right)= 76 100 87 89

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 88 ; Rank-X: 7 ; Rank-Y: 4 ; Rowstart: 14; Rowend: 17; Rows: 3; Colstart: 8; Colend: 11; Cols: 3;rank= 131 coords= 10 11 neighbours(up,down,left,right)= 119 143 130 -1

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 131 ; Rank-X: 10 ; Rank-Y: 11 ; Rowstart: 20; Rowend: 21; Rows: 1; Colstart: 22; Colend: 21; Cols: -1;rank= 17 coords= 1 5 neighbours(up,down,left,right)= 5 29 16 18

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 17 ; Rank-X: 1 ; Rank-Y: 5 ; Rowstart: 2; Rowend: 5; Rows: 3; Colstart: 10; Colend: 13; Cols: 3;rank= 51 coords= 4 3 neighbours(up,down,left,right)= 39 63 50 52

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 51 ; Rank-X: 4 ; Rank-Y: 3 ; Rowstart: 8; Rowend: 11; Rows: 3; Colstart: 6; Colend: 9; Cols: 3;rank= 134 coords= 11 2 neighbours(up,down,left,right)= 122 -1 133 135

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 134 ; Rank-X: 11 ; Rank-Y: 2 ; Rowstart: 22; Rowend: 21; Rows: -1; Colstart: 4; Colend: 7; Cols: 3;rank= 18 coords= 1 6 neighbours(up,down,left,right)= 6 30 17 19

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 18 ; Rank-X: 1 ; Rank-Y: 6 ; Rowstart: 2; Rowend: 5; Rows: 3; Colstart: 12; Colend: 15; Cols: 3;rank= 52 coords= 4 4 neighbours(up,down,left,right)= 40 64 51 53

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 52 ; Rank-X: 4 ; Rank-Y: 4 ; Rowstart: 8; Rowend: 11; Rows: 3; Colstart: 8; Colend: 11; Cols: 3;rank= 135 coords= 11 3 neighbours(up,down,left,right)= 123 -1 134 136

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 135 ; Rank-X: 11 ; Rank-Y: 3 ; Rowstart: 22; Rowend: 21; Rows: -1; Colstart: 6; Colend: 9; Cols: 3;rank= 19 coords= 1 7 neighbours(up,down,left,right)= 7 31 18 20

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 19 ; Rank-X: 1 ; Rank-Y: 7 ; Rowstart: 2; Rowend: 5; Rows: 3; Colstart: 14; Colend: 17; Cols: 3;rank= 53 coords= 4 5 neighbours(up,down,left,right)= 41 65 52 54

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 53 ; Rank-X: 4 ; Rank-Y: 5 ; Rowstart: 8; Rowend: 11; Rows: 3; Colstart: 10; Colend: 13; Cols: 3;rank= 96 coords= 8 0 neighbours(up,down,left,right)= 84 108 -1 97

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 96 ; Rank-X: 8 ; Rank-Y: 0 ; Rowstart: 16; Rowend: 19; Rows: 3; Colstart: 0; Colend: 3; Cols: 3;rank= 20 coords= 1 8 neighbours(up,down,left,right)= 8 32 19 21

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 20 ; Rank-X: 1 ; Rank-Y: 8 ; Rowstart: 2; Rowend: 5; Rows: 3; Colstart: 16; Colend: 19; Cols: 3;rank= 54 coords= 4 6 neighbours(up,down,left,right)= 42 66 53 55

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 54 ; Rank-X: 4 ; Rank-Y: 6 ; Rowstart: 8; Rowend: 11; Rows: 3; Colstart: 12; Colend: 15; Cols: 3;rank= 97 coords= 8 1 neighbours(up,down,left,right)= 85 109 96 98

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 97 ; Rank-X: 8 ; Rank-Y: 1 ; Rowstart: 16; Rowend: 19; Rows: 3; Colstart: 2; Colend: 5; Cols: 3;rank= 24 coords= 2 0 neighbours(up,down,left,right)= 12 36 -1 25

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 24 ; Rank-X: 2 ; Rank-Y: 0 ; Rowstart: 4; Rowend: 7; Rows: 3; Colstart: 0; Colend: 3; Cols: 3;rank= 55 coords= 4 7 neighbours(up,down,left,right)= 43 67 54 56

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 55 ; Rank-X: 4 ; Rank-Y: 7 ; Rowstart: 8; Rowend: 11; Rows: 3; Colstart: 14; Colend: 17; Cols: 3;rank= 99 coords= 8 3 neighbours(up,down,left,right)= 87 111 98 100

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 99 ; Rank-X: 8 ; Rank-Y: 3 ; Rowstart: 16; Rowend: 19; Rows: 3; Colstart: 6; Colend: 9; Cols: 3;rank= 32 coords= 2 8 neighbours(up,down,left,right)= 20 44 31 33

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 32 ; Rank-X: 2 ; Rank-Y: 8 ; Rowstart: 4; Rowend: 7; Rows: 3; Colstart: 16; Colend: 19; Cols: 3;rank= 57 coords= 4 9 neighbours(up,down,left,right)= 45 69 56 58

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 57 ; Rank-X: 4 ; Rank-Y: 9 ; Rowstart: 8; Rowend: 11; Rows: 3; Colstart: 18; Colend: 21; Cols: 3;rank= 100 coords= 8 4 neighbours(up,down,left,right)= 88 112 99 101

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 100 ; Rank-X: 8 ; Rank-Y: 4 ; Rowstart: 16; Rowend: 19; Rows: 3; Colstart: 8; Colend: 11; Cols: 3;rank= 36 coords= 3 0 neighbours(up,down,left,right)= 24 48 -1 37

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 36 ; Rank-X: 3 ; Rank-Y: 0 ; Rowstart: 6; Rowend: 9; Rows: 3; Colstart: 0; Colend: 3; Cols: 3;rank= 59 coords= 4 11 neighbours(up,down,left,right)= 47 71 58 -1

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 59 ; Rank-X: 4 ; Rank-Y: 11 ; Rowstart: 8; Rowend: 11; Rows: 3; Colstart: 22; Colend: 21; Cols: -1;rank= 101 coords= 8 5 neighbours(up,down,left,right)= 89 113 100 102

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 101 ; Rank-X: 8 ; Rank-Y: 5 ; Rowstart: 16; Rowend: 19; Rows: 3; Colstart: 10; Colend: 13; Cols: 3;rank= 3 coords= 0 3 neighbours(up,down,left,right)= -1 15 2 4

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 3 ; Rank-X: 0 ; Rank-Y: 3 ; Rowstart: 0; Rowend: 3; Rows: 3; Colstart: 6; Colend: 9; Cols: 3;rank= 60 coords= 5 0 neighbours(up,down,left,right)= 48 72 -1 61

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 60 ; Rank-X: 5 ; Rank-Y: 0 ; Rowstart: 10; Rowend: 13; Rows: 3; Colstart: 0; Colend: 3; Cols: 3;rank= 103 coords= 8 7 neighbours(up,down,left,right)= 91 115 102 104

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 103 ; Rank-X: 8 ; Rank-Y: 7 ; Rowstart: 16; Rowend: 19; Rows: 3; Colstart: 14; Colend: 17; Cols: 3;rank= 6 coords= 0 6 neighbours(up,down,left,right)= -1 18 5 7

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 6 ; Rank-X: 0 ; Rank-Y: 6 ; Rowstart: 0; Rowend: 3; Rows: 3; Colstart: 12; Colend: 15; Cols: 3;rank= 61 coords= 5 1 neighbours(up,down,left,right)= 49 73 60 62

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 61 ; Rank-X: 5 ; Rank-Y: 1 ; Rowstart: 10; Rowend: 13; Rows: 3; Colstart: 2; Colend: 5; Cols: 3;rank= 104 coords= 8 8 neighbours(up,down,left,right)= 92 116 103 105

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 104 ; Rank-X: 8 ; Rank-Y: 8 ; Rowstart: 16; Rowend: 19; Rows: 3; Colstart: 16; Colend: 19; Cols: 3;rank= 7 coords= 0 7 neighbours(up,down,left,right)= -1 19 6 8

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 7 ; Rank-X: 0 ; Rank-Y: 7 ; Rowstart: 0; Rowend: 3; Rows: 3; Colstart: 14; Colend: 17; Cols: 3;rank= 62 coords= 5 2 neighbours(up,down,left,right)= 50 74 61 63

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 62 ; Rank-X: 5 ; Rank-Y: 2 ; Rowstart: 10; Rowend: 13; Rows: 3; Colstart: 4; Colend: 7; Cols: 3;rank= 105 coords= 8 9 neighbours(up,down,left,right)= 93 117 104 106

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 105 ; Rank-X: 8 ; Rank-Y: 9 ; Rowstart: 16; Rowend: 19; Rows: 3; Colstart: 18; Colend: 21; Cols: 3;rank= 9 coords= 0 9 neighbours(up,down,left,right)= -1 21 8 10

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 9 ; Rank-X: 0 ; Rank-Y: 9 ; Rowstart: 0; Rowend: 3; Rows: 3; Colstart: 18; Colend: 21; Cols: 3;rank= 63 coords= 5 3 neighbours(up,down,left,right)= 51 75 62 64

Num-X: 12 ; Num-Y: 12 ; Resolution: 20 ; Rank: 63 ; Rank-X: 5 ; Rank-Y: 3 ; Rowstart: 10; Rowend: 13; Rows: 3; Colstart: 6; Colend: 9; Cols: 3;rank= 107 coords= 8 11 neighbours(up,down,left,right)= 95 119 106 -1

